pl_rade,pl_bmasse,st_teff,pl_eqt,st_mass,sy_dist,st_met
15.86070769,366.77398168,5616.0,2113.0,0.965,268.325,0.04
15.602928,339.76027,5568.0,2520.0,0.904,268.325,0.15
12.89035,317.83,6400.0,1500.0,1.35,542.251,-0.02
13.78707,731.009,5910.0,1620.0,1.09,508.885,0.14
16.40994774,44.17814857,6078.0,1254.0,1.059,362.087,-0.06
15.47960235,373.13054982,6405.0,1693.0,1.29,476.831,0.0
10.31226224,33.05415433,6300.0,1522.0,1.3,484.852,0.0
14.44837612,403.32424848,6050.0,1665.0,1.36,483.675,0.0
11.915167,279.6904,5170.0,1286.0,0.851,153.242,0.04
11.690987,269.20201,5150.0,1281.0,0.803,153.242,-0.08
11.690987,269.20201,5150.0,1281.0,0.803,153.242,-0.08
12.005,290.802,5200.0,1304.0,0.89,153.242,0.1
12.116929,295.89973,5180.0,1311.0,0.895,153.242,0.12
16.388,98.841,5940.0,1379.0,1.2,211.877,-0.008
14.156967,93.75985,5800.0,1340.0,0.98,258.426,-0.46
12.55408,177.9848,6000.0,1430.0,1.1,317.652,-0.05
13.439591,196.10111,6153.0,1502.0,1.249,317.652,0.26
14.605327,352.47347,6107.0,1772.0,1.168,322.114,-0.02
13.977623,190.06234,5736.0,1210.0,1.053,211.416,0.06
13.630144,324.1866,6015.0,1650.0,1.095,252.759,-0.02
14.79585452,324.18497514,5950.0,1660.0,1.12,252.759,-0.02
13.597,288.26,6150.0,1468.0,1.021,348.494,-0.29
15.177,285.717,6084.0,1473.0,1.011,348.494,-0.2
16.297886,654.7298,6400.0,2028.0,1.26,231.161,0.0
14.68379,559.3808,6400.0,1960.0,1.24,231.161,0.0
15.871944,645.1949,6400.0,2020.0,1.26,231.161,0.0
17.37395,152.5584,6217.0,1580.0,1.2,383.829,-0.08
14.874343,750.39663,5959.0,1733.0,1.081,386.346,-0.26
14.336311,89.31023,5485.0,1166.0,0.913,213.982,0.01
14.23543,88.9924,5326.6,1120.0,0.918,213.982,-0.03
14.90797,386.48128,5436.0,1664.0,0.89,267.206,-0.05
15.367539,409.68287,5500.0,1662.0,0.94,267.206,-0.03
15.210613,393.15571,5500.0,1661.0,0.914,267.206,-0.03
15.289076,396.96967,5540.0,1673.0,0.927,267.206,-0.03
13.22662,298.7602,5545.0,1244.0,0.93,163.371,0.06
13.204202,310.51991,5546.0,1242.0,0.987,163.371,0.06
12.576498,167.49641,5315.0,1021.0,0.951,177.291,0.29
11.276254,635.02434,4500.0,1426.7,0.688,86.7467,-0.01
12.3299,276.5121,5420.0,1337.0,0.935,364.512,-0.003
10.603714,306.38812,5150.0,1153.0,0.85,211.196,-0.03
11.119328,318.46566,5100.0,1170.0,0.904,211.196,0.5
13.159366,607.0553,5600.0,1636.0,0.828,375.31,-0.3
15.65,288.0,6000.0,1956.0,1.062,454.144,-0.12
13.125739,520.28771,5700.0,1732.0,1.021,309.137,0.09
13.170575,506.93885,5770.0,1753.0,1.033,309.137,0.09
12.184,502.15,5700.0,1706.0,0.96,309.137,0.09
13.047276,497.40395,5700.0,1732.0,1.004,309.137,0.09
12.218,502.15,5880.0,1753.0,0.972,309.137,0.0
14.24,146.2,5000.0,1315.0,0.87,174.818,0.03
13.708607,146.2018,5000.0,1309.0,0.87,174.818,0.03
12.038466,677.61356,4953.0,1053.0,0.839,201.338,0.22
18.528,202.131,6100.0,1759.0,1.213,251.303,-0.27
14.964015,199.27941,6070.0,1300.0,1.162,297.462,0.09
12.24,181.473,5600.0,1216.0,1.017,321.084,0.12
11.76945,204.68252,5600.0,1338.0,0.886,398.276,-0.25
10.267,213.573,5600.0,1251.0,0.954,398.276,-0.25
15.36,282.86,5800.0,1270.0,0.94,290.404,-0.45
8.687,274.276,4650.0,670.0,0.719,115.936,-0.15
13.78707,154.14755,5375.0,1184.0,0.836,197.119,-0.15
13.67498,158.915,5380.72,1150.0,0.93,197.119,-0.143
9.64,163.358,5900.0,1320.0,1.078,431.052,-0.04
13.731025,177.9848,6105.0,1479.0,1.229,431.052,0.26
13.56289,654.7298,6250.0,1624.4,1.27,488.66,-0.1
15.02006,184.3414,6230.0,1475.3,1.28,175.631,0.04
14.247,403.945,5400.0,1689.0,1.004,369.926,-0.08
12.464,492.62,5600.0,1480.0,0.93,273.703,-0.07
13.9,301.93,5911.0,1490.0,1.24,226.399,0.22
9.113,82.632,4715.0,963.0,0.826,49.9605,0.144
14.90797,305.1168,6400.0,1487.0,1.276,162.303,0.0
15.401166,311.4734,6520.0,1530.0,1.317,162.303,0.0
15.277867,305.1168,6400.0,1502.0,1.285,162.303,0.0
13.047,187.512,5763.0,1387.0,1.106,222.355,-0.006
16.37,712.545,6059.0,2049.0,1.559,362.715,0.14
14.24,491.3763,6250.0,2210.0,1.386,434.754,-0.06
13.002,597.5,6036.0,1790.0,1.34,316.678,0.14
17.48604,301.9385,5970.0,1910.0,1.48,149.216,0.39
15.737436,262.52758,5984.0,1926.0,1.191,149.216,0.34
14.235,340.06,6100.0,1710.0,1.14,294.001,0.07
20.51247,292.4036,6250.0,2160.0,1.46,194.459,0.23
20.78145022,284.13859586,6329.0,2228.0,1.458,194.459,0.366
20.68056939,289.22385037,6366.0,2231.0,1.467,194.459,0.204
13.78704626,529.81995447,5617.0,1715.0,0.903,105.166,-0.1
23.09054,273.3338,6100.0,2469.7,1.39,754.258,-0.35
17.14974047,270.15414595,6600.0,1716.2,1.39,246.69,0.03
17.14977,270.1555,6600.0,1716.2,1.39,246.69,0.03
11.197791,170.99254,4143.0,825.0,0.577,49.7876,-0.13
16.017661,231.69807,5870.0,1623.0,1.08,398.505,-0.36
18.71903,394.1092,6490.0,2190.0,1.63,275.664,0.12
19.17,397.27,6480.0,2200.0,1.64,275.664,0.1
11.65736,95.349,5510.0,1120.0,1.11,271.103,0.29
10.559,220.565,5314.0,797.0,0.842,100.588,0.0
10.939984,218.34921,5280.0,833.0,0.853,100.588,0.09
19.055,177.98,6431.0,1772.0,1.45,523.756,-0.08
11.65736,1875.197,5130.0,1120.0,0.92,290.946,0.15
18.27067,200.2329,6430.0,1840.0,1.55,466.433,0.11
11.54527,425.8922,4920.0,1160.0,0.84,149.942,0.19
16.376349,255.85315,6280.0,1871.0,1.19,575.889,0.0
17.900773,467.2101,6700.0,1942.0,1.334,370.284,0.07
19.28,143.653,6153.0,1604.0,1.45,211.211,0.26
13.56,359.13,5630.0,1570.0,1.11,137.544,0.14
13.45,152.55,5540.0,1285.0,1.06,352.464,0.14
12.67,419.52,5640.0,1555.0,1.12,151.068,0.23
12.33,263.79,5525.0,1180.0,0.69,281.742,-0.6
12.823096,293.03926,5473.0,1171.0,0.809,281.742,-0.49
12.33,883.53,6180.0,1480.0,1.48,158.66,0.21
16.7,1274.44,6250.0,1500.0,1.2,2346.01,-0.5
1.24,2.53,3542.0,996.0,0.405,28.5321,-0.17
2.043,6.27,4716.0,789.0,0.688,44.526,-0.47
2.043,6.26,4716.0,790.0,0.688,44.526,-0.47
13.518054,293.67492,5750.0,1210.0,1.037,163.553,0.02
11.029656,188.47319,5340.0,1328.0,0.924,154.273,0.45
11.119328,176.39565,5340.0,1328.0,0.946,154.273,0.45
13.988832,3759.9289,6429.0,1729.0,1.206,213.053,-0.18
14.45961,483.41943,6397.0,1630.0,1.285,272.655,-0.04
14.425983,491.68301,6397.0,1630.0,1.285,272.655,-0.04
12.89035,365.5045,5510.0,1244.0,1.0,276.211,0.25
12.78,378.2,5430.0,1230.0,1.04,276.211,0.05
12.206601,344.52772,5370.0,1203.0,0.914,276.211,0.05
23.20263,1398.452,6720.0,1577.0,1.47,235.479,-0.07
15.389957,225.34147,6250.0,1743.0,1.405,234.149,0.432
2.06,4.52,5870.0,1147.0,1.02,18.2702,0.05
2.042,4.82,6037.0,1169.8,1.094,18.2702,0.08
